hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Tu,Sim,5,5D,5H,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,xMT,xC,xN,xDT,O,Un,BL,Bg,T100,P600,P500
2373,"Scoat Fell","34B",2368,"Hew,N,W,B","841","2759","NY159113","NY 15940 11394","NY168117","755","86","rock N of wall","","Abney level","2001-10-28","","89","4S","315939","511395","54.490904","-3.299239","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2374,"Crag Hill [Eel Crag]","34B",2372,"Hu,Hew,N,W, B","839","2753","NY192203","NY 19274 20334","NY186201","722","117","no feature 35m S of trig point","30cm higher than trig point at NY 19270 20365. Note trig point is Wainwright summit.","Abney level","2009-11-20","","89 90","4S","319273","520335","54.571771","-3.250235","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2375,"Middle Scoat Fell","34B",2368,"xN","833","2733","NY157114","NY 15792 11444","NY158114","830","3","rock 10m NE of cairn","","Abney level","2010-03-28","","89","4S","315790","511445","54.491329","-3.301538","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2376,"Crinkle Crags South Top [First Crinkle]","34B",2359,"Hew,N,B","834","2736","NY250045","NY 25005 04556","NY249047","802","32","cairn","","obvious summit","2009-06-08","","89 90","6N","325004","504557","54.430885","-3.157591","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2377,"Black Crag","34B",2368,"Hew,N,B","828","2717","NY166116","NY 16602 11660","NY162115","794","34","prominent rock 8m WSW of small cairn","rock is 40m E of larger cairn at NY 16555 11670","Abney level","2008-11-10","","89","4S","316601","511661","54.493404","-3.289097","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2378,"Red Pike (Wasdale)","34B",2368,"Hew,N,W,B","826","2710","NY165106","NY 16532 10605","NY161110","764","62","cairn","","","2001-10-28","","89","4S 6N","316531","510606","54.483913","-3.289879","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2379,"Steeple","34B",2368,"N,sHew,W,B","819","2687","NY157116","NY 15755 11674","NY157116","795","24","rock 2m NE of cairn","","obvious summit","2001-10-28","","89","4S","315754","511675","54.493389","-3.302174","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2380,"Shelter Crags","34B",2359,"Hew,N,B","815","2674","NY249053","NY 24973 05347","NY 2497 0525","784","31","cairn","","Abney level","2001-10-28","","89 90","6N","324972","505348","54.437988","-3.158284","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2381,"High Stile [Grey Crag - High Stile]","34B",,"Ma,Hew,N,B","807","2648","NY170148","NY 17009 14817","NY189133","445","362","small cairn","this is highest cairn along ridge and is also higher than hill 3728 (Wainwright) 270m WSW at NY 16740 14787","Abney level","2010-08-23","Hill 3728 at NY167147 is Wainwright, B&L top and also a Birkett","89 90","4S","317008","514818","54.521835","-3.283704","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2382,"Lingmell","34B",2359,"Hew,N,W,B","807","2648","NY209081","NY 20934 08177","NY210079","735","72","rock 3m E of cairn","finger of rock on N top is at least as high","Abney level","2001-10-28","","89 90","6N","320933","508178","54.462803","-3.2213","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2383,"Kirk Fell","34B",,"Ma,Hew,N,W, B","802","2631","NY194104","NY 19495 10486","NY206106","621","181","large windshelter","","obvious summit","2001-10-28","","89 90","4S 6N","319494","510487","54.483323","-3.244123","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2384,"Green Gable","34B",2367,"Hew,N,W,B","801","2628","NY214107","NY 21466 10716","NY214105","751","50","cairn","","","2001-10-28","","89 90","4S 6N","321465","510717","54.485699","-3.213769","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2385,"Haycock","34B",2368,"Hew,N,sHu,W, B","797","2615","NY144107","NY 14480 10716","NY148109","703","94","large cairn on rock on S side of wall","Wainwright claims windshelter on N side of wall (NY 14475 10726) is marginally higher","","2001-10-28","","89","4S 6N","314478","510717","54.484568","-3.321576","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2386,"Grisedale Pike","34B",,"Ma,Hew,N,W, B","791","2595","NY198225","NY 19841 22546","NY188213","602","189","cairn","","","2001-10-28","","89 90","4S","319840","522547","54.591736","-3.242071","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2387,"Kirk Fell East Top [Kirk Fell North Top]","34B",2383,"Hew,N,B","787","2582","NY199107","NY 19915 10699","NY197106","751","36","cairn on rock","","obvious summit","2009-06-08","","89 90","4S 6N","319914","510700","54.485303","-3.2377","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2388,"Allen Crags","34B",2359,"Hew,N,W,B","785","2575","NY236085","NY 23671 08527","NY234083","725","60","cairn","","obvious summit","2001-10-28","","89 90","6N","323670","508528","54.466367","-3.179175","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2389,"Glaramara","34B",2359,"Hu,Hew,N,W, B","783","2569","NY245104","NY 24600 10456","NY240093","662","121","pointed rock 10m south of cairn","Nuttall summit; Wainwright summit (cairn) 160m NE at NY 24722 10561 and cairn 55m W are lower","Abney level","2009-11-20","","89 90","4S 6N","324599","510457","54.483839","-3.165338","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2390,"Pillar Rock","34B",2368,"N,B","780","2559","NY171123","NY 17153 12374","NY171123","765","15","outcrop beside cairn","","","2001-10-28","","89 90","4S","317152","512375","54.499909","-3.280793","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2391,"Shelter Crags North Top","34B",2359,"N","775","2543","NY249057","NY 24924 05729","NY248056","759","16","cairn on rock","","","2012-08-15","","89 90","6N","324923","505730","54.441413","-3.159137","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2392,"Glaramara - Looking Steads","34B",2359,"N,sHew,B","775","2543","NY245101","NY 24587 10171","NY246103","753","22","rock","","obvious summit","2009-06-08","","89 90","4S 6N","324586","510172","54.481276","-3.165465","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2393,"Sail","34B",2372,"Hew,N,W,B","773","2536","NY198202","NY 19818 20275","NY196202","741","32","ground 10m SW of cairn","cairn is at NY 19824 20281","Abney level","2001-10-28","","89 90","4S","319817","520276","54.571328","-3.241806","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2394,"Wandope","34B",2372,"Hew,N,W,B","772","2533","NY188197","NY 18820 19737","NY187200","742","30","small pile of stones","","Abney level","2001-10-28","","89 90","4S","318819","519738","54.566335","-3.257091","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2395,"Hopegill Head","34B",2386,"Hew,N,sHu,W, B","770","2526","NY185221","NY 18568 22162","NY190219","673","97","rock","","obvious summit","2001-10-28","","89 90","4S","318567","522163","54.588082","-3.26166","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2396,"High Raise [High Raise (High White Stones)]","34B",,"Ma,Hew,N,W, B","762","2500","NY280095","NY 28088 09525","NY265088","479","283","rock 15m SSE of trig point","rock 30cm higher than flush bracket.  Windshelter may be on higher rock","Abney level","2009-06-08","","89 90","4S 6N","328087","509526","54.47598","-3.111284","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2397,"Slight Side","34B",2359,"W,B,xN","762","2500","NY209050","NY 20991 05014","NY210051","748","14","small cairn on rocky tor","tor 40m NW at NY 20970 05030 is 30cm lower","Abney level","2007-03-10","","89 90","6N","320990","505015","54.434392","-3.219575","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2398,"Sand Hill","34B",2386,"N,B","756","2480","NY187218","NY 18707 21869","NY186220","739","17","cairn","rock 15m NNW at NY 18703 21891 is 10cm higher but higher ground could be hidden under cairn","Abney level","2012-08-15","","89 90","4S","318706","521870","54.585472","-3.259428","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2399,"Red Pike (Buttermere)","34B",2381,"Hew,N,W,B","755","2477","NY160154","NY 16061 15458","NY162150","715","40","rock 8m NE of cairn","cairn is at NY 16054 15453","Abney level","2001-10-28","","89","4S","316060","515459","54.527438","-3.298529","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2400,"Dale Head","34B",,"Ma,Hew,N,W, B","753","2470","NY222153","NY 22289 15325","NY224135","356","397","no feature 18m W of large cairn","ground at cairn (Wainwright/Birkett) at NY 22310 15330 is 30cm lower","Abney level","2007-03-10","","89 90","4S","322288","515326","54.527238","-3.202284","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2401,"High Crag (Buttermere)","34B",2381,"Hew,N,W,B","744","2441","NY180139","NY 18049 13996","NY177140","709","35","southerly of two cairns","cairn to N is lower","Abney level","2009-06-08","","89 90","4S","318048","513997","54.514628","-3.267412","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2402,"Round How","34B",2359,"N,sHew","741","2431","NY218081","NY 21860 08110","NY220081","718","23","cairn","","obvious summit","2001-10-28","","89 90","6N","321859","508111","54.462345","-3.207","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2403,"Little Stand","34B",2359,"N,sHew,B","740","2428","NY250033","NY 25048 03371","NY 25179 03697","715","25","cairn","","Abney level","2001-10-28","","89 90","6N","325047","503372","54.420244","-3.156628","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2404,"Hobcarton Crag [Hobcarton Head]","34B",2386,"Hew,N,B","739","2425","NY193220","NY 19384 22050","NY196222","702","37","rock 4m NW of cairn","","obvious summit","2009-06-08","","89 90","4S","319383","522051","54.587207","-3.249005","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2405,"Robinson","34B",,"Ma,Hew,N,W, B","737","2418","NY201168","NY 20180 16873","NY207161","576","161","cairn","rock outcrop 12m SE at NY 20191 16865 may be as high","","2001-10-28","","89 90","4S","320179","516874","54.540818","-3.235284","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2406,"Harrison Stickle","34B",2396,"Hew,N,W,B","736","2415","NY281074","NY 28173 07400","NY278087","683","53","rock 6m SSE of cairn","","","2001-10-28","","89 90","6N","328172","507401","54.456898","-3.109455","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2407,"Sergeant Man","34B",2396,"W,B,xN","736","2415","NY286088","NY 28644 08891","NY286089","724","12","small cairn on outcrop","","","2007-03-10","","89 90","6N","328643","508892","54.470362","-3.102552","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2408,"Combe Head","34B",2359,"N,sHew,B","735","2411","NY249109","NY 24955 10940","NY248107","707","28","cairn","grassy knoll 20m E at NY 24976 10939 of equal height","Abney level","2001-10-28","","89 90","4S 6N","324954","510941","54.48824","-3.159982","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2409,"Little Gowder Crag","34B",2368,"N,B","733","2405","NY140109","NY 14026 10985","NY141109","716","17","rock 1m from S side of wall","","obvious summit","2012-08-15","","89","4S 6N","314024","510986","54.486908","-3.32866","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2410,"Codale Head","34B",2396,"N,B","732","2402","NY288090","NY 28884 09073","NY288091","717","15","rock with fence post","","","2012-08-15","","89 90","4S 6N","328883","509074","54.472031","-3.098893","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2411,"Hindscarth","34B",2400,"Hew,N,W,B","727","2385","NY215165","NY 21567 16516","NY215157","656","71","rock by windshelter","several rocks nearby look higher but are not","Abney level","2001-10-28","","89 90","4S","321566","516517","54.537828","-3.213755","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2412,"Ullscarf","34B",2396,"Hu,Hew,N,W, B","726","2382","NY291121","NY 29151 12173","NY285105","608","118","cairn","","Abney level","2009-11-20","","89 90","4S","329150","512174","54.499923","-3.095518","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2413,"Thunacar Knott","34B",2396,"N,sHew,W,B","723","2372","NY279079","NY 27975 07992","NY280076","696","27","rock 3m NNE of cairn","","Abney level","2001-10-28","","89 90","6N","327974","507993","54.462189","-3.112653","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2414,"Red Beck Top [Glaramara South Top] [Lincomb Head - Glaramara]","34B",2359,"Hew,N,B","721","2365","NY242097","NY 24266 09714","NY243098","684","37","rock 7m W of cairn on rock","","Abney level","2009-06-08","","89 90","4S 6N","324265","509715","54.477122","-3.170301","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2415,"Whiteside East Top [Whiteside] [Gasgale Crags]","34B",2386,"Hew,N,B","719","2359","NY175221","NY 17525 22100","NY180221","680","39","no feature","summit 120m to W is about 2m lower","Abney level","2001-10-28","","89 90","4S","317524","522101","54.587356","-3.277778","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2416,"Brandreth","34B",2367,"Hew,N,W,B","715","2346","NY214119","NY 21489 11927","NY215115","654","61","cairn at fence junction","rock 35m WSW at NY 21455 11915 and cairn 60m SSE at NY 21518 11873 possibly as high","","2001-10-28","","89 90","4S","321488","511928","54.496583","-3.213737","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2417,"Pike of Stickle","34B",2396,"Hew,N,W,B","709","2326","NY273073","NY 27400 07357","NY275077","655","54","cairn","","obvious summit","2001-10-28","","89 90","6N","327399","507358","54.456402","-3.121366","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2418,"Whiteside [Whiteside West Top]","34B",2386,"N,W,B","707","2320","NY170219","NY 17045 21948","NY171220","689","18","cairn","","obvious summit","2012-08-15","","89 90","4S","317044","521949","54.585912","-3.285161","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2419,"Pike of Blisco","34B",,"Ma,Hew,N,W, B","705","2313","NY271042","NY 27119 04213","NY269035","528","177","cairn","North cairn is higher than South cairn","","2001-10-28","","89 90","6N","327118","504214","54.428111","-3.124925","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2420,"Ladyside Pike","34B",2386,"N,sHew,B","703","2306","NY184227","NY 18493 22750","NY185225","675","28","cairn","ground 15m NNW is lower; rock in collapsed wall at this point is 10cm higher but probably placed there","Abney level","2007-03-10","","89 90","4S","318492","522751","54.593353","-3.262984","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2421,"Middleboot Knotts","34B",2359,"N","703","2306","NY213080","NY 21349 08065","NY213080","688","15","rock 3m from cairn","","obvious summit","2001-10-28","","89 90","6N","321348","508066","54.461861","-3.214869","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2422,"Cold Pike","34B",2359,"Hew,N,W,B","701","2300","NY262036","NY 26288 03613","NY258038","655","46","cairn perched on rock","","Abney level","2008-06-30","","89 90","6N","326287","503614","54.4226","-3.137582","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2423,"Pavey Ark","34B",2396,"N,W,B","700","2297","NY284079","NY 28456 07907","NY283079","685","15","tiny cairn on rock","","","2001-10-28","","89 90","6N","328455","507908","54.461494","-3.105214","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2424,"Grey Knotts","34B",2367,"N,W,B","697","2287","NY217125","NY 21730 12566","NY216122","681","16","cairn on rock of W top","small cairn 155m ENE at NY 21878 12580 is as high and OS bolt & cairn is 45m NE of this at NY 21914 12613","","2012-08-15","","89 90","4S","321729","512567","54.502362","-3.210186","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2425,"Caw Fell","34B",2368,"N,sHew,W,B","697","2287","NY131110","NY 13195 11003","NY134110","675","22","cairn","ground 40m SE, nearer to and across wall at NY 13220 10977, may be slightly higher","","2009-06-08","","89","4S 303","313193","511004","54.486928","-3.341489","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2426,"Great Knott","34B",2359,"N,B","696","2283","NY259042","NY 25964 04274","NY258042","681","15","cairn","ground 10m W of cairn may be as high","","2001-10-28","","89 90","6N","325963","504275","54.428492","-3.14274","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"Seatallan","34B",,"Ma,Hew,N,W, B","692","2270","NY140084","NY 14003 08443","NY142092","499","193","no feature: ground 12m SSW of small cairn","summit is 55m NE of trig point (NY 13963 08402) and 15m SSW of small cairn (NY 14008 08455)","Abney level","2008-06-30","","89","6N","314001","508444","54.464065","-3.328274","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
